Author,ItemID(LIsting_id),another_bundle_index,diff,only_in_one,only_in_other,in_both
Jiahao,40148868087,5,20,"['SP02', 'JZ02', 'DK12', 'RG02', 'FW15', 'CC38', 'XB06', 'ZG07']","['CC04', 'DC10', 'DK01', 'MO09', 'GJ04', 'RG01', 'SJ28', 'SP01', 'XB07', 'XN07', 'YK13', 'ZG01']","['SP02', 'JZ02', 'DK12', 'RG02', 'FW15', 'CC38', 'XB06', 'ZG07', 'CC04', 'DC10', 'DK01', 'MO09', 'GJ04', 'RG01', 'SJ28', 'SP01', 'XB07', 'XN07', 'YK13', 'ZG01']"
Jiahao,40112687054,5,bundle_index = 1 does not exist,[],[],[]
Jiahao,39237426326,5,bundle_index = 1 does not exist,[],[],[]
Jiahao,38708270318,5,bundle_index = 2 does not exist,[],[],[]
Jiahao,38663832002,5,26,"['CC21', 'MO03']","['BU01', 'CC15', 'DC02', 'DK01', 'DZ01', 'GJ03', 'JB01', 'ND03', 'QC02', 'RG03', 'SP01', 'MO15', 'UV54', 'WD04', 'XB06', 'XN01', 'YD01', 'YK01', 'ZG07', 'CC19', 'DC09', 'FH02', 'YK05', 'ZG09']","['CC21', 'MO03', 'BU01', 'CC15', 'DC02', 'DK01', 'DZ01', 'GJ03', 'JB01', 'ND03', 'QC02', 'RG03', 'SP01', 'MO15', 'UV54', 'WD04', 'XB06', 'XN01', 'YD01', 'YK01', 'ZG07', 'CC19', 'DC09', 'FH02', 'YK05', 'ZG09']"
Jiahao,38631814095,5,bundle_index = 2 does not exist,[],[],[]
Jiahao,37994506504,5,bundle_index = 1 does not exist,[],[],[]
Jiahao,37908516066,5,bundle_index = 1 does not exist,[],[],[]
Jiahao,37870465778,5,bundle_index = 1 does not exist,[],[],[]
Jiahao,37745552927,5,bundle_index = 1 does not exist,[],[],[]
Jiahao,37443266749,5,9,"['CC20', 'CC38', 'FD01', 'JZ03', 'MO08', 'UV01', 'ZG01']","['CC22', 'WD01']","['CC20', 'CC38', 'FD01', 'JZ03', 'MO08', 'UV01', 'ZG01', 'CC22', 'WD01']"
Jiahao,37241107923,5,11,"['CC06', 'DK05', 'FD01', 'FD05', 'FH01', 'JC08', 'MO02', 'ND01', 'RG01']","['CC33', 'DC07']","['CC06', 'DK05', 'FD01', 'FD05', 'FH01', 'JC08', 'MO02', 'ND01', 'RG01', 'CC33', 'DC07']"
Jiahao,36982442137,5,17,"['SJ01', 'XB65']","['CC08', 'DC13', 'DK05', 'FD01', 'FD05', 'FH01', 'GJ04', 'JC08', 'MO02', 'ND01', 'QT04', 'RG01', 'SJ02', 'WD05', 'XB05']","['SJ01', 'XB65', 'CC08', 'DC13', 'DK05', 'FD01', 'FD05', 'FH01', 'GJ04', 'JC08', 'MO02', 'ND01', 'QT04', 'RG01', 'SJ02', 'WD05', 'XB05']"
Jiahao,36910165248,5,11,"['CC06', 'RG02', 'MO04', 'UV03', 'WD01', 'XB07', 'XN01', 'YK01', 'ZG21']","['CC07', 'DC08']","['CC06', 'RG02', 'MO04', 'UV03', 'WD01', 'XB07', 'XN01', 'YK01', 'ZG21', 'CC07', 'DC08']"
Jiahao,36613205733,5,16,"['CC24', 'DK14', 'QT07', 'MO06', 'UV01', 'FD01', 'ZG03', 'QC02', 'JB01', 'SJ02', 'ND01', 'JZ02']","['RG02', 'MO04', 'UV03', 'ZG21']","['CC24', 'DK14', 'QT07', 'MO06', 'UV01', 'FD01', 'ZG03', 'QC02', 'JB01', 'SJ02', 'ND01', 'JZ02', 'RG02', 'MO04', 'UV03', 'ZG21']"
Jiahao,36574928690,5,bundle_index = 1 does not exist,[],[],[]
Jiahao,36513357018,5,bundle_index = 2 does not exist,[],[],[]
Jiahao,35674260254,5,17,"['DK01', 'DZ02', 'FD01', 'JC06', 'MO01', 'ND01', 'QT14', 'RG02', 'UV03', 'WD01', 'XB07', 'XN01', 'YK01', 'ZG07']","['CC07', 'DC02', 'DC08']","['DK01', 'DZ02', 'FD01', 'JC06', 'MO01', 'ND01', 'QT14', 'RG02', 'UV03', 'WD01', 'XB07', 'XN01', 'YK01', 'ZG07', 'CC07', 'DC02', 'DC08']"
Jiahao,35557065616,5,bundle_index = 1 does not exist,[],[],[]
Jiahao,35540978058,5,bundle_index = 1 does not exist,[],[],[]
Jiahao,27462844289,5,bundle_index = 2 does not exist,[],[],[]
Jiahao,26519380192,5,22,"['CC02', 'DC10', 'DK06', 'MO02', 'QT07', 'UV01', 'XB07', 'FD01', 'JB01', 'JZ02', 'ND01', 'QC02', 'RG01', 'SJ28', 'SP01', 'WD01', 'XB21', 'XN01', 'YK01', 'ZG01']","['BJ01', 'DC01']","['CC02', 'DC10', 'DK06', 'MO02', 'QT07', 'UV01', 'XB07', 'FD01', 'JB01', 'JZ02', 'ND01', 'QC02', 'RG01', 'SJ28', 'SP01', 'WD01', 'XB21', 'XN01', 'YK01', 'ZG01', 'BJ01', 'DC01']"
Jiahao,25673844634,5,bundle_index = 1 does not exist,[],[],[]
Jiahao,24596036343,5,bundle_index = 2 does not exist,[],[],[]
Jiahao,24319152517,5,bundle_index = 2 does not exist,[],[],[]
Jiahao,24291960195,5,bundle_index = 2 does not exist,[],[],[]
Jiahao,23969324559,5,23,"['BU01', 'CC06', 'FD07', 'FH04', 'FW06', 'FW07', 'ND01', 'QT04', 'SP01', 'UV20', 'WJ01', 'XN01', 'XN07', 'YD02', 'YK13']","['CC39', 'DC01', 'FP01', 'FW15', 'QT14', 'SP02', 'UV60', 'YK01']","['BU01', 'CC06', 'FD07', 'FH04', 'FW06', 'FW07', 'ND01', 'QT04', 'SP01', 'UV20', 'WJ01', 'XN01', 'XN07', 'YD02', 'YK13', 'CC39', 'DC01', 'FP01', 'FW15', 'QT14', 'SP02', 'UV60', 'YK01']"
Jiahao,23924620234,5,bundle_index = 1 does not exist,[],[],[]
Jiahao,23896264169,5,5,"['CC01', 'SJ01']","['CC02', 'DC04', 'SJ07']","['CC01', 'SJ01', 'CC02', 'DC04', 'SJ07']"
Jiahao,20728727154,5,5,['SJ02'],"['DC01', 'BJ01', 'PZ01', 'SJ03']","['SJ02', 'DC01', 'BJ01', 'PZ01', 'SJ03']"
Jiahao,20373091017,5,bundle_index = 1 does not exist,[],[],[]
Jiahao,20186366493,5,17,"['CC06', 'CC05', 'XB35', 'UV12', 'JZ02', 'BU01', 'XN04', 'ZG01', 'FD05', 'FD01', 'SP02', 'QT01', 'SJ28', 'JC05']","['CC08', 'DC01', 'UV58']","['CC06', 'CC05', 'XB35', 'UV12', 'JZ02', 'BU01', 'XN04', 'ZG01', 'FD05', 'FD01', 'SP02', 'QT01', 'SJ28', 'JC05', 'CC08', 'DC01', 'UV58']"
Jiahao,20167630571,5,bundle_index = 1 does not exist,[],[],[]
Jiahao,19999809846,5,13,"['DK14', 'JB01', 'JZ02', 'MO02', 'QC02', 'QT07', 'RG01', 'SJ28', 'XB21', 'XN01', 'ZG01']","['DC21', 'SJ01']","['DK14', 'JB01', 'JZ02', 'MO02', 'QC02', 'QT07', 'RG01', 'SJ28', 'XB21', 'XN01', 'ZG01', 'DC21', 'SJ01']"
Jiahao,18999829018,5,bundle_index = 1 does not exist,[],[],[]
Jiahao,18820622609,5,bundle_index = 2 does not exist,[],[],[]
Jiahao,18352298789,5,bundle_index = 2 does not exist,[],[],[]
Jiahao,18053093587,5,14,[],"['BU04', 'CC07', 'DC01', 'DK01', 'FD01', 'FP01', 'FW06', 'FW07', 'JZ01', 'MO09', 'ND01', 'QT01', 'UV02', 'WD01']","['BU04', 'CC07', 'DC01', 'DK01', 'FD01', 'FP01', 'FW06', 'FW07', 'JZ01', 'MO09', 'ND01', 'QT01', 'UV02', 'WD01']"
Jiahao,16831203027,5,23,"['CC02', 'JZ01', 'FD05', 'BU04', 'MO16', 'FH03', 'QC02', 'FW15', 'FW16', 'CC05', 'XB35', 'MO15', 'ZG18', 'UV12', 'SP02', 'FD01', 'JB01', 'DK09']","['CC04', 'XN01', 'YK01', 'XB60', 'ND01']","['CC02', 'JZ01', 'FD05', 'BU04', 'MO16', 'FH03', 'QC02', 'FW15', 'FW16', 'CC05', 'XB35', 'MO15', 'ZG18', 'UV12', 'SP02', 'FD01', 'JB01', 'DK09', 'CC04', 'XN01', 'YK01', 'XB60', 'ND01']"
Jiahao,5.23084E+11,6,16,"['CC06', 'UV48', 'XB35', 'CC16', 'DK01', 'MO01', 'UV12', 'XB07']","['CC08', 'UV30', 'XB09', 'ZG07', 'FW03', 'DC15', 'YK04', 'SJ25']","['CC06', 'UV48', 'XB35', 'CC16', 'DK01', 'MO01', 'UV12', 'XB07', 'CC08', 'UV30', 'XB09', 'ZG07', 'FW03', 'DC15', 'YK04', 'SJ25']"
Jiahao,5.21514E+11,6,21,"['CC05', 'DK07', 'FW11', 'FW19', 'JC04', 'JD02', 'MO05', 'SP02', 'UV01', 'WJ01', 'XB07', 'ZG01', 'MO17', 'WD01', 'XN01']","['YK02', 'CC40', 'DC02', 'DK01', 'GJ04', 'PZ08']","['CC05', 'DK07', 'FW11', 'FW19', 'JC04', 'JD02', 'MO05', 'SP02', 'UV01', 'WJ01', 'XB07', 'ZG01', 'MO17', 'WD01', 'XN01', 'YK02', 'CC40', 'DC02', 'DK01', 'GJ04', 'PZ08']"
Jiahao,5.23777E+11,6,bundle_index = 1 does not exist,[],[],[]
Jiahao,5.22864E+11,6,15,"['CC07', 'JZ02', 'MO04', 'MO10', 'QC02', 'UV38', 'XB06']","['CC15', 'DC02', 'MO01', 'QT15', 'UV12', 'XB07', 'YK05', 'ZG18']","['CC07', 'JZ02', 'MO04', 'MO10', 'QC02', 'UV38', 'XB06', 'CC15', 'DC02', 'MO01', 'QT15', 'UV12', 'XB07', 'YK05', 'ZG18']"
Jiahao,5.22744E+11,6,24,"['CC38', 'CC06', 'DK09', 'FD01', 'FD05', 'MO09', 'FW15', 'FW07', 'JC06', 'JC08', 'JZ01', 'LP01', 'MO05', 'ND01', 'QT07', 'QT17', 'RG01', 'UV01', 'WD01', 'XB35', 'YK02', 'ZG01']","['CC40', 'DC20']","['CC38', 'CC06', 'DK09', 'FD01', 'FD05', 'MO09', 'FW15', 'FW07', 'JC06', 'JC08', 'JZ01', 'LP01', 'MO05', 'ND01', 'QT07', 'QT17', 'RG01', 'UV01', 'WD01', 'XB35', 'YK02', 'ZG01', 'CC40', 'DC20']"
Jiahao,5.22145E+11,6,bundle_index = 1 does not exist,[],[],[]
Jiahao,5.22098E+11,6,bundle_index = 2 does not exist,[],[],[]
Jiahao,5.22086E+11,6,bundle_index = 1 does not exist,[],[],[]
Jiahao,5.22034E+11,6,20,"['CC25', 'DC19', 'DK13', 'MO12', 'QT10', 'UV59', 'YK10', 'CC17', 'UV53', 'XB52', 'YK05']","['XN07', 'YK01', 'ZG03', 'CC15', 'DC01', 'RG01', 'SJ15', 'UV52', 'XB55']","['CC25', 'DC19', 'DK13', 'MO12', 'QT10', 'UV59', 'YK10', 'CC17', 'UV53', 'XB52', 'YK05', 'XN07', 'YK01', 'ZG03', 'CC15', 'DC01', 'RG01', 'SJ15', 'UV52', 'XB55']"
Jiahao,5.2187E+11,6,9,"['CC19', 'UV34', 'XB05']","['CC07', 'DC02', 'SJ29', 'UV43', 'WD05', 'XB62']","['CC19', 'UV34', 'XB05', 'CC07', 'DC02', 'SJ29', 'UV43', 'WD05', 'XB62']"
Jiahao,45410114111,6,20,"['CC24', 'UV36', 'XB35']","['SJ29', 'SP02', 'MO17', 'JD03', 'UV02', 'WD01', 'XB05', 'XN01', 'CC18', 'DC02', 'GJ03', 'JB01', 'ND03', 'RG03', 'UV54', 'WD04', 'XB06']","['CC24', 'UV36', 'XB35', 'SJ29', 'SP02', 'MO17', 'JD03', 'UV02', 'WD01', 'XB05', 'XN01', 'CC18', 'DC02', 'GJ03', 'JB01', 'ND03', 'RG03', 'UV54', 'WD04', 'XB06']"
Jiahao,45293052304,6,22,"['CC05', 'MO11', 'XB35']","['BU01', 'CC18', 'DC02', 'DZ01', 'FD01', 'GJ03', 'JB01', 'ND03', 'QC02', 'RG03', 'SP01', 'MO15', 'UV54', 'WD04', 'XB06', 'XN01', 'YD01', 'YK01', 'ZG07']","['CC05', 'MO11', 'XB35', 'BU01', 'CC18', 'DC02', 'DZ01', 'FD01', 'GJ03', 'JB01', 'ND03', 'QC02', 'RG03', 'SP01', 'MO15', 'UV54', 'WD04', 'XB06', 'XN01', 'YD01', 'YK01', 'ZG07']"
Jiahao,45219159638,6,23,"['CC06', 'DK09', 'MO12', 'UV16', 'XB05', 'CC21', 'XB18', 'UV36', 'MO03', 'DK12', 'MO04', 'SP03', 'BU05', 'FD01', 'QT01']","['CC30', 'DC15', 'DK01', 'MO11', 'UV54', 'XB63', 'ZG01', 'CC15']","['CC06', 'DK09', 'MO12', 'UV16', 'XB05', 'CC21', 'XB18', 'UV36', 'MO03', 'DK12', 'MO04', 'SP03', 'BU05', 'FD01', 'QT01', 'CC30', 'DC15', 'DK01', 'MO11', 'UV54', 'XB63', 'ZG01', 'CC15']"
Jiahao,44881048637,6,bundle_index = 1 does not exist,[],[],[]
Jiahao,44799642380,6,bundle_index = 2 does not exist,[],[],[]
Jiahao,44331296085,6,bundle_index = 1 does not exist,[],[],[]
Jiahao,44231886556,6,bundle_index = 2 does not exist,[],[],[]
Jiahao,44069100271,6,30,"['CC06', 'QT01', 'XB06', 'DK01', 'FD05', 'XN07', 'YK01', 'SP01', 'ZG01', 'CC05', 'JB01', 'MO02', 'QC02', 'UV12', 'XB60']","['BU04', 'CC08', 'DC02', 'DK05', 'FP01', 'MO06', 'PZ03', 'SJ01', 'UV04', 'WD01', 'XB19', 'YK02', 'ZG03', 'CC07', 'DC01']","['CC06', 'QT01', 'XB06', 'DK01', 'FD05', 'XN07', 'YK01', 'SP01', 'ZG01', 'CC05', 'JB01', 'MO02', 'QC02', 'UV12', 'XB60', 'BU04', 'CC08', 'DC02', 'DK05', 'FP01', 'MO06', 'PZ03', 'SJ01', 'UV04', 'WD01', 'XB19', 'YK02', 'ZG03', 'CC07', 'DC01']"
Jiahao,44021641588,6,10,['XB21'],"['FD01', 'JB01', 'JZ01', 'MO02', 'QC02', 'UV12', 'XB60', 'YK01', 'ZG01']","['XB21', 'FD01', 'JB01', 'JZ01', 'MO02', 'QC02', 'UV12', 'XB60', 'YK01', 'ZG01']"
Jiahao,43859660891,6,bundle_index = 2 does not exist,[],[],[]
Jiahao,43853759026,6,31,['CC02'],"['CC15', 'XB36', 'ZG07', 'UV54', 'SP02', 'FD01', 'QC02', 'YK02', 'BU01', 'MO01', 'DK09', 'MO16', 'JB01', 'FC01', 'FP02', 'DC02', 'RG03', 'ND01', 'WD04', 'BD03', 'JC02', 'EJ02', 'YD01', 'CC33', 'FW01', 'WJ01', 'XB68', 'XN01', 'XN07', 'YK01']","['CC02', 'CC15', 'XB36', 'ZG07', 'UV54', 'SP02', 'FD01', 'QC02', 'YK02', 'BU01', 'MO01', 'DK09', 'MO16', 'JB01', 'FC01', 'FP02', 'DC02', 'RG03', 'ND01', 'WD04', 'BD03', 'JC02', 'EJ02', 'YD01', 'CC33', 'FW01', 'WJ01', 'XB68', 'XN01', 'XN07', 'YK01']"
Jiahao,43736454825,6,25,"['BU04', 'CC06', 'CC19', 'DK05', 'DK08', 'MO02', 'RG02', 'UV34', 'UV61', 'WD01', 'XB06', 'XB35', 'YK01', 'QT01', 'MO01', 'XB07']","['CC08', 'DC15', 'DK01', 'FW02', 'SJ01', 'UV63', 'XB09', 'YK04', 'ZG01']","['BU04', 'CC06', 'CC19', 'DK05', 'DK08', 'MO02', 'RG02', 'UV34', 'UV61', 'WD01', 'XB06', 'XB35', 'YK01', 'QT01', 'MO01', 'XB07', 'CC08', 'DC15', 'DK01', 'FW02', 'SJ01', 'UV63', 'XB09', 'YK04', 'ZG01']"
Jiahao,43473279886,6,bundle_index = 2 does not exist,[],[],[]
Jiahao,43452978184,6,bundle_index = 2 does not exist,[],[],[]
Jiahao,43426870825,6,bundle_index = 1 does not exist,[],[],[]
Jiahao,43168072227,6,19,"['CC02', 'DK06', 'MO02', 'QT04', 'ZG01', 'CC19', 'MO01', 'CC05', 'CC07', 'DC15', 'QT14', 'SP03', 'UV45', 'XB04', 'XN01', 'YK05']","['CC38', 'DC01', 'SJ01']","['CC02', 'DK06', 'MO02', 'QT04', 'ZG01', 'CC19', 'MO01', 'CC05', 'CC07', 'DC15', 'QT14', 'SP03', 'UV45', 'XB04', 'XN01', 'YK05', 'CC38', 'DC01', 'SJ01']"
Jiahao,42981617542,6,4,['CC05'],"['CC06', 'DC01', 'SJ07']","['CC05', 'CC06', 'DC01', 'SJ07']"
Jiahao,42681494957,6,bundle_index = 2 does not exist,[],[],[]
Jiahao,42468840454,6,26,"['CC02', 'FW20', 'JZ03', 'MO01', 'ND03', 'QT04', 'XB04', 'ZG01', 'BU01', 'CC01', 'FW18', 'JB01', 'JD01', 'MO02', 'PZ01', 'QC02', 'RG02', 'SJ28', 'UV01']","['CC38', 'SJ01', 'DC01', 'MO07', 'ZG03', 'RG01', 'QT01']","['CC02', 'FW20', 'JZ03', 'MO01', 'ND03', 'QT04', 'XB04', 'ZG01', 'BU01', 'CC01', 'FW18', 'JB01', 'JD01', 'MO02', 'PZ01', 'QC02', 'RG02', 'SJ28', 'UV01', 'CC38', 'SJ01', 'DC01', 'MO07', 'ZG03', 'RG01', 'QT01']"
Jiahao,41802068265,6,19,"['CC24', 'FW11', 'MO06', 'PZ08', 'QT04', 'QT07', 'UV20', 'XB06', 'XN01', 'YK01']","['BU01', 'CC33', 'JB01', 'JD01', 'MO02', 'PZ01', 'QC02', 'UV01', 'XB07']","['CC24', 'FW11', 'MO06', 'PZ08', 'QT04', 'QT07', 'UV20', 'XB06', 'XN01', 'YK01', 'BU01', 'CC33', 'JB01', 'JD01', 'MO02', 'PZ01', 'QC02', 'UV01', 'XB07']"
Jiahao,41599133465,6,bundle_index = 1 does not exist,[],[],[]
Jiahao,41583985792,6,bundle_index = 1 does not exist,[],[],[]
Jiahao,40565901878,6,bundle_index = 1 does not exist,[],[],[]
Jiahao,40452911197,6,22,"['CC24', 'MO02', 'SJ01', 'UV12', 'XB07']","['MO06', 'PZ08', 'QT04', 'QT07', 'RG02', 'SJ07', 'SP02', 'UV20', 'WD01', 'XB06', 'XN01', 'YK01', 'ZG01', 'QT02', 'CC21', 'DC21', 'JB01']","['CC24', 'MO02', 'SJ01', 'UV12', 'XB07', 'MO06', 'PZ08', 'QT04', 'QT07', 'RG02', 'SJ07', 'SP02', 'UV20', 'WD01', 'XB06', 'XN01', 'YK01', 'ZG01', 'QT02', 'CC21', 'DC21', 'JB01']"
Jiahao,40175359932,6,29,"['JZ01', 'MO06', 'ZG01', 'SP01', 'FD01', 'BU01', 'UV01', 'MO04', 'DK01', 'MO01', 'SP02', 'QT04', 'RG01', 'YK01', 'FW07', 'JC04', 'CC02', 'FD05', 'MO09', 'ND01', 'UV20', 'XB35', 'XN07', 'YK13']","['MO02', 'QC02', 'QT19', 'SJ01', 'UV12']","['JZ01', 'MO06', 'ZG01', 'SP01', 'FD01', 'BU01', 'UV01', 'MO04', 'DK01', 'MO01', 'SP02', 'QT04', 'RG01', 'YK01', 'FW07', 'JC04', 'CC02', 'FD05', 'MO09', 'ND01', 'UV20', 'XB35', 'XN07', 'YK13', 'MO02', 'QC02', 'QT19', 'SJ01', 'UV12']"
Jiahao,40148868087,6,19,"['MO01', 'ND01', 'FD05', 'SP02', 'JZ02', 'DK12', 'RG02', 'FD01', 'FW15', 'CC38', 'XB06', 'ZG07']","['CC02', 'DC01', 'GJ04', 'SJ28', 'XB07', 'XN01', 'ZG01']","['MO01', 'ND01', 'FD05', 'SP02', 'JZ02', 'DK12', 'RG02', 'FD01', 'FW15', 'CC38', 'XB06', 'ZG07', 'CC02', 'DC01', 'GJ04', 'SJ28', 'XB07', 'XN01', 'ZG01']"
Jiahao,40112687054,6,bundle_index = 1 does not exist,[],[],[]
Jiahao,39237426326,6,bundle_index = 1 does not exist,[],[],[]
Jiahao,38708270318,6,22,"['BU01', 'CC24', 'DK01', 'DZ01', 'QC02', 'SP01', 'MO15', 'UV36', 'XB35', 'YD01', 'YK01']","['DK12', 'RG02', 'FW15', 'CC38', 'XB06', 'UV20', 'MO09', 'YK02', 'SJ02', 'DC01', 'XN01']","['BU01', 'CC24', 'DK01', 'DZ01', 'QC02', 'SP01', 'MO15', 'UV36', 'XB35', 'YD01', 'YK01', 'DK12', 'RG02', 'FW15', 'CC38', 'XB06', 'UV20', 'MO09', 'YK02', 'SJ02', 'DC01', 'XN01']"
Jiahao,38663832002,6,9,"['CC21', 'MO03']","['CC18', 'DC09', 'FH02', 'JB01', 'PZ07', 'YK05', 'ZG09']","['CC21', 'MO03', 'CC18', 'DC09', 'FH02', 'JB01', 'PZ07', 'YK05', 'ZG09']"
Jiahao,38631814095,6,bundle_index = 2 does not exist,[],[],[]
Jiahao,37994506504,6,bundle_index = 1 does not exist,[],[],[]
Jiahao,37908516066,6,bundle_index = 1 does not exist,[],[],[]
Jiahao,37870465778,6,bundle_index = 1 does not exist,[],[],[]
Jiahao,37745552927,6,bundle_index = 1 does not exist,[],[],[]
Jiahao,37443266749,6,bundle_index = 2 does not exist,[],[],[]
Jiahao,37241107923,6,bundle_index = 2 does not exist,[],[],[]
Jiahao,36982442137,6,18,"['SJ01', 'XB65']","['CC06', 'DC13', 'DK05', 'FD01', 'FD05', 'FH01', 'GJ04', 'JC08', 'MO02', 'ND01', 'QT04', 'RG01', 'SJ02', 'WD05', 'XB05', 'XN01']","['SJ01', 'XB65', 'CC06', 'DC13', 'DK05', 'FD01', 'FD05', 'FH01', 'GJ04', 'JC08', 'MO02', 'ND01', 'QT04', 'RG01', 'SJ02', 'WD05', 'XB05', 'XN01']"
Jiahao,36910165248,6,bundle_index = 2 does not exist,[],[],[]
Jiahao,36613205733,6,20,"['CC24', 'DK14', 'QT07', 'MO06', 'UV01', 'ZG03', 'QC02', 'JB01', 'SJ02', 'JZ02']","['CC06', 'DC02', 'DK01', 'DZ02', 'SJ01', 'QT14', 'RG02', 'MO04', 'UV03', 'ZG21']","['CC24', 'DK14', 'QT07', 'MO06', 'UV01', 'ZG03', 'QC02', 'JB01', 'SJ02', 'JZ02', 'CC06', 'DC02', 'DK01', 'DZ02', 'SJ01', 'QT14', 'RG02', 'MO04', 'UV03', 'ZG21']"
Jiahao,36574928690,6,bundle_index = 1 does not exist,[],[],[]
Jiahao,36513357018,6,bundle_index = 2 does not exist,[],[],[]
Jiahao,35674260254,6,bundle_index = 2 does not exist,[],[],[]
Jiahao,35557065616,6,bundle_index = 1 does not exist,[],[],[]
Jiahao,35540978058,6,bundle_index = 1 does not exist,[],[],[]
Jiahao,27462844289,6,bundle_index = 2 does not exist,[],[],[]
Jiahao,26519380192,6,bundle_index = 2 does not exist,[],[],[]
Jiahao,25673844634,6,bundle_index = 1 does not exist,[],[],[]
Jiahao,24596036343,6,bundle_index = 2 does not exist,[],[],[]
Jiahao,24319152517,6,bundle_index = 2 does not exist,[],[],[]
Jiahao,24291960195,6,bundle_index = 2 does not exist,[],[],[]
Jiahao,23969324559,6,23,"['BU01', 'CC06', 'FD07', 'FH04', 'FW06', 'FW07', 'ND01', 'QT04', 'SP01', 'UV20', 'WJ01', 'XN01', 'XN07', 'YD02', 'YK13']","['CC40', 'DC01', 'FP01', 'FW15', 'QT14', 'SP02', 'UV60', 'YK01']","['BU01', 'CC06', 'FD07', 'FH04', 'FW06', 'FW07', 'ND01', 'QT04', 'SP01', 'UV20', 'WJ01', 'XN01', 'XN07', 'YD02', 'YK13', 'CC40', 'DC01', 'FP01', 'FW15', 'QT14', 'SP02', 'UV60', 'YK01']"
Jiahao,23924620234,6,bundle_index = 1 does not exist,[],[],[]
Jiahao,23896264169,6,6,"['CC01', 'BU01', 'SJ01']","['CC33', 'DC04', 'SJ07']","['CC01', 'BU01', 'SJ01', 'CC33', 'DC04', 'SJ07']"
Jiahao,20728727154,6,20,"['CC01', 'XN01', 'QT07', 'UV01', 'YK01', 'FD01', 'ND01', 'WD01', 'QC02', 'JB01', 'RG01', 'FW15', 'SJ02', 'ZG03', 'SP02', 'JZ02', 'JC04']","['BU01', 'CC02', 'DC01']","['CC01', 'XN01', 'QT07', 'UV01', 'YK01', 'FD01', 'ND01', 'WD01', 'QC02', 'JB01', 'RG01', 'FW15', 'SJ02', 'ZG03', 'SP02', 'JZ02', 'JC04', 'BU01', 'CC02', 'DC01']"
Jiahao,20373091017,6,bundle_index = 1 does not exist,[],[],[]
Jiahao,20186366493,6,17,"['CC06', 'CC05', 'XB35', 'UV12', 'JZ02', 'BU01', 'XN04', 'ZG01', 'FD05', 'FD01', 'SP02', 'QT01', 'SJ28', 'JC05']","['CC08', 'DC01', 'UV01']","['CC06', 'CC05', 'XB35', 'UV12', 'JZ02', 'BU01', 'XN04', 'ZG01', 'FD05', 'FD01', 'SP02', 'QT01', 'SJ28', 'JC05', 'CC08', 'DC01', 'UV01']"
Jiahao,20167630571,6,bundle_index = 1 does not exist,[],[],[]
Jiahao,19999809846,6,15,"['CC01', 'DK14', 'JB01', 'JZ02', 'MO02', 'QC02', 'QT07', 'RG01', 'SJ28', 'XB21', 'XN01', 'ZG01']","['CC06', 'DC21', 'SJ01']","['CC01', 'DK14', 'JB01', 'JZ02', 'MO02', 'QC02', 'QT07', 'RG01', 'SJ28', 'XB21', 'XN01', 'ZG01', 'CC06', 'DC21', 'SJ01']"
Jiahao,18999829018,6,bundle_index = 1 does not exist,[],[],[]
Jiahao,18820622609,6,bundle_index = 2 does not exist,[],[],[]
Jiahao,18352298789,6,bundle_index = 2 does not exist,[],[],[]
Jiahao,18053093587,6,14,[],"['BU04', 'CC08,CC40,CC46,CC47', 'DC01', 'DK01', 'FD01', 'FP01', 'FW06', 'FW07', 'JZ01', 'MO09', 'ND01', 'QT01', 'UV02', 'WD01']","['BU04', 'CC08,CC40,CC46,CC47', 'DC01', 'DK01', 'FD01', 'FP01', 'FW06', 'FW07', 'JZ01', 'MO09', 'ND01', 'QT01', 'UV02', 'WD01']"
Jiahao,16831203027,6,27,"['CC02', 'JZ01', 'FD05', 'BU04', 'MO16', 'FH03', 'SJ23', 'QC02', 'FW15', 'FW16', 'CC05', 'XB35', 'MO15', 'ZG18', 'UV12']","['CC33', 'XN01', 'YK01', 'XB60', 'ND01', 'XB61', 'XB03', 'WJ01', 'XN07', 'DC02', 'RG03', 'PZ01']","['CC02', 'JZ01', 'FD05', 'BU04', 'MO16', 'FH03', 'SJ23', 'QC02', 'FW15', 'FW16', 'CC05', 'XB35', 'MO15', 'ZG18', 'UV12', 'CC33', 'XN01', 'YK01', 'XB60', 'ND01', 'XB61', 'XB03', 'WJ01', 'XN07', 'DC02', 'RG03', 'PZ01']"
Jiahao,5.23084E+11,7,23,"['CC06', 'UV48', 'XB35', 'CC16', 'DK01', 'MO01', 'UV12']","['SJ02', 'SP02', 'UV01', 'WD01', 'WJ01', 'XN01', 'YK01', 'ZG01', 'CC08', 'UV30', 'XB09', 'ZG07', 'FW03', 'DC02', 'YK04', 'SJ25']","['CC06', 'UV48', 'XB35', 'CC16', 'DK01', 'MO01', 'UV12', 'SJ02', 'SP02', 'UV01', 'WD01', 'WJ01', 'XN01', 'YK01', 'ZG01', 'CC08', 'UV30', 'XB09', 'ZG07', 'FW03', 'DC02', 'YK04', 'SJ25']"
