Author,ItemID(LIsting_id),camera_model,two_bundle_index,deltaN,only_in_one,only_in_other,in_both
Jiahao,19999809846,700d,"[4, 8]",7,"['CC06', 'DC21']","['BJ02', 'CC08', 'DC01', 'JQ02', 'XN01']","['CC06', 'DC21', 'BJ02', 'CC08', 'DC01', 'JQ02', 'XN01']"
Jiahao,20167630571,700d,"[4, 8]",14,"['QT02', 'CC08', 'DC07', 'DK09', 'FD01', 'JB01', 'LJ05', 'MO01', 'ND01', 'QC02', 'SP02', 'XB06', 'YK01', 'ZG01']",[],"['QT02', 'CC08', 'DC07', 'DK09', 'FD01', 'JB01', 'LJ05', 'MO01', 'ND01', 'QC02', 'SP02', 'XB06', 'YK01', 'ZG01']"
Jiahao,27462844289,700d,"[4, 8]",13,"['BU04', 'CC08', 'DC02', 'DK05', 'FD01', 'FP01', 'JZ01', 'MO06', 'UV04', 'WD01', 'XB05', 'YK02', 'ZG03']",[],"['BU04', 'CC08', 'DC02', 'DK05', 'FD01', 'FP01', 'JZ01', 'MO06', 'UV04', 'WD01', 'XB05', 'YK02', 'ZG03']"
Jiahao,36910165248,700d,"[4, 8]",8,"['CC33', 'XB60']","['CC04', 'GJ01', 'HJ01', 'WJ01', 'XB68', 'XN07']","['CC33', 'XB60', 'CC04', 'GJ01', 'HJ01', 'WJ01', 'XB68', 'XN07']"
Jiahao,37994506504,700d,"[4, 8]",2,[],"['DC01', 'SJ01']","['DC01', 'SJ01']"
Jiahao,38663832002,700d,"[4, 8]",2,[],"['DC01', 'SJ07']","['DC01', 'SJ07']"
Jiahao,39237426326,700d,"[4, 8]",14,"['CC04', 'DC10', 'DK01', 'FD01', 'FW20', 'JZ03', 'MO01', 'ND03', 'QT04', 'UV20', 'WD01', 'XB04', 'YK01', 'ZG01']",[],"['CC04', 'DC10', 'DK01', 'FD01', 'FW20', 'JZ03', 'MO01', 'ND03', 'QT04', 'UV20', 'WD01', 'XB04', 'YK01', 'ZG01']"
Jiahao,41802068265,700d,"[4, 8]",6,"['CC33', 'DC10', 'XB07']","['DC01', 'JQ02', 'XN01']","['CC33', 'DC10', 'XB07', 'DC01', 'JQ02', 'XN01']"
Jiahao,43168072227,700d,"[4, 8]",9,"['CC06', 'DK09', 'UV01']","['CC08', 'DK01', 'PZ01', 'UV03', 'WJ01', 'XN01']","['CC06', 'DK09', 'UV01', 'CC08', 'DK01', 'PZ01', 'UV03', 'WJ01', 'XN01']"
Jiahao,43736454825,700d,"[4, 8]",11,"['CC07', 'DC13', 'WJ01', 'UV20']","['CC08', 'DC01', 'JQ02', 'PZ08', 'UV03', 'XN01', 'SJ03']","['CC07', 'DC13', 'WJ01', 'UV20', 'CC08', 'DC01', 'JQ02', 'PZ08', 'UV03', 'XN01', 'SJ03']"
Jiahao,44231886556,700d,"[4, 8]",21,"['CC04', 'DC21', 'DK06', 'FD01', 'FW01', 'FW07', 'FW13', 'GJ01', 'JC01', 'JD03', 'MO02', 'QT03', 'RG02', 'SJ01', 'SP01', 'UV01', 'WD01', 'WJ01', 'XB07', 'XN07', 'ZG01']",[],"['CC04', 'DC21', 'DK06', 'FD01', 'FW01', 'FW07', 'FW13', 'GJ01', 'JC01', 'JD03', 'MO02', 'QT03', 'RG02', 'SJ01', 'SP01', 'UV01', 'WD01', 'WJ01', 'XB07', 'XN07', 'ZG01']"
Jiahao,44799642380,700d,"[4, 8]",5,['SJ28'],"['BJ01', 'DC01', 'PZ01', 'SJ03']","['SJ28', 'BJ01', 'DC01', 'PZ01', 'SJ03']"
Jiahao,45293052304,700d,"[4, 8]",16,"['CC38', 'DC01', 'DK01', 'FD01', 'FP01', 'FW15', 'MO01', 'QT14', 'RG01', 'SJ07', 'SP02', 'UV60', 'WD01', 'XB07', 'YK01', 'ZG01']",[],"['CC38', 'DC01', 'DK01', 'FD01', 'FP01', 'FW15', 'MO01', 'QT14', 'RG01', 'SJ07', 'SP02', 'UV60', 'WD01', 'XB07', 'YK01', 'ZG01']"
Jiahao,45410114111,700d,"[4, 8]",11,"['CC07', 'DC21', 'SJ07', 'UV20', 'XB07']","['CC08,CC40,CC46,CC47', 'DC01', 'GJ04', 'SJ03', 'UV03', 'XB06']","['CC07', 'DC21', 'SJ07', 'UV20', 'XB07', 'CC08,CC40,CC46,CC47', 'DC01', 'GJ04', 'SJ03', 'UV03', 'XB06']"
Jiahao,522145128789,700d,"[4, 8]",2,['DC21'],['DC01'],"['DC21', 'DC01']"
Jiahao,523084126902,700d,"[4, 8]",4,['DC21'],"['DC01', 'PZ02', 'SJ03']","['DC21', 'DC01', 'PZ02', 'SJ03']"
Jiahao,20186366493,700d,"[4, 8]",5,"['CC01', 'DC07']","['CC33', 'DC01', 'SJ01']","['CC01', 'DC07', 'CC33', 'DC01', 'SJ01']"
Jiahao,20728727154,700d,"[4, 8]",12,"['CC15', 'DC21', 'DK13', 'UV03', 'XB52']","['CC43', 'DC01', 'DK16', 'PZ01', 'RG01', 'UV52', 'XB58']","['CC15', 'DC21', 'DK13', 'UV03', 'XB52', 'CC43', 'DC01', 'DK16', 'PZ01', 'RG01', 'UV52', 'XB58']"
Jiahao,23896264169,700d,"[4, 8]",7,"['CC07', 'UV03', 'XB05']","['CC47', 'SJ08', 'UV43', 'XB62']","['CC07', 'UV03', 'XB05', 'CC47', 'SJ08', 'UV43', 'XB62']"
Jiahao,24319152517,700d,"[4, 8]",11,"['CC31', 'DC02', 'DK09', 'FD01', 'JB03', 'MO12', 'QT05', 'UV47', 'WD01', 'XB26', 'YK05']",[],"['CC31', 'DC02', 'DK09', 'FD01', 'JB03', 'MO12', 'QT05', 'UV47', 'WD01', 'XB26', 'YK05']"
Jiahao,35674260254,700d,"[4, 8]",4,[],"['DC01', 'MO09', 'ND01', 'RG02']","['DC01', 'MO09', 'ND01', 'RG02']"
Jiahao,36982442137,700d,"[4, 8]",10,"['BU01', 'CC08', 'DK01', 'FD01', 'JZ02', 'MO06', 'QC02', 'UV62', 'XB09', 'ZG07']",[],"['BU01', 'CC08', 'DK01', 'FD01', 'JZ02', 'MO06', 'QC02', 'UV62', 'XB09', 'ZG07']"
Jiahao,37745552927,700d,"[4, 8]",15,"['CC04', 'DC01', 'DK06', 'FD01', 'GJ01', 'MO02', 'QT04', 'RG02', 'SJ03', 'SP01', 'UV01', 'WJ01', 'XB07', 'XN07', 'ZG01']",[],"['CC04', 'DC01', 'DK06', 'FD01', 'GJ01', 'MO02', 'QT04', 'RG02', 'SJ03', 'SP01', 'UV01', 'WJ01', 'XB07', 'XN07', 'ZG01']"
Jiahao,40148868087,700d,"[4, 8]",17,"['BU01', 'CC01', 'DK01', 'FD01', 'FW18', 'JB01', 'JD01', 'MO02', 'PZ01', 'QC02', 'RG02', 'SJ07', 'SP02', 'UV01', 'WD01', 'XB07', 'ZG01']",[],"['BU01', 'CC01', 'DK01', 'FD01', 'FW18', 'JB01', 'JD01', 'MO02', 'PZ01', 'QC02', 'RG02', 'SJ07', 'SP02', 'UV01', 'WD01', 'XB07', 'ZG01']"
Jiahao,40175359932,700d,"[4, 8]",19,"['CC24', 'DC01', 'DK01', 'FD01', 'FW11', 'FW18', 'MO06', 'PZ08', 'QT04', 'QT07', 'RG02', 'SJ07', 'SP02', 'UV20', 'WD01', 'XB06', 'XN01', 'YK01', 'ZG01']",[],"['CC24', 'DC01', 'DK01', 'FD01', 'FW11', 'FW18', 'MO06', 'PZ08', 'QT04', 'QT07', 'RG02', 'SJ07', 'SP02', 'UV20', 'WD01', 'XB06', 'XN01', 'YK01', 'ZG01']"
Jiahao,42981617542,700d,"[4, 8]",7,"['CC23', 'DC08']","['CC18', 'DC09', 'PZ07', 'SJ17', 'XN06']","['CC23', 'DC08', 'CC18', 'DC09', 'PZ07', 'SJ17', 'XN06']"
Jiahao,44069100271,700d,"[4, 8]",4,"['CC06', 'DC08']","['CC08', 'DC02']","['CC06', 'DC08', 'CC08', 'DC02']"
Jiahao,522086451970,700d,"[4, 8]",8,"['CC08', 'DC08', 'DK01', 'FW07', 'MO02', 'QT04', 'UV58', 'XB07']",[],"['CC08', 'DC08', 'DK01', 'FW07', 'MO02', 'QT04', 'UV58', 'XB07']"
Jiahao,522743875767,700d,"[4, 8]",1,[],['DC01'],['DC01']
Jiahao,42681494957,700d,"[4, 8]",20,"['BU01', 'CC19', 'DC02', 'DK01', 'DZ01', 'FD01', 'GJ03', 'JB01', 'ND03', 'QC02', 'RG03', 'SP01', 'MO15', 'UV54', 'WD04', 'XB06', 'XN01', 'YD01', 'YK01', 'ZG07']",[],"['BU01', 'CC19', 'DC02', 'DK01', 'DZ01', 'FD01', 'GJ03', 'JB01', 'ND03', 'QC02', 'RG03', 'SP01', 'MO15', 'UV54', 'WD04', 'XB06', 'XN01', 'YD01', 'YK01', 'ZG07']"
Jiahao,37443266749,700d,"[4, 8]",17,"['BU01', 'CC06', 'DC21', 'DK01', 'FD01', 'FW08', 'FW14', 'MO06', 'ND01', 'QT01', 'RG02', 'SJ04', 'SP02', 'UV01', 'XB06', 'YK01', 'ZG03']",[],"['BU01', 'CC06', 'DC21', 'DK01', 'FD01', 'FW08', 'FW14', 'MO06', 'ND01', 'QT01', 'RG02', 'SJ04', 'SP02', 'UV01', 'XB06', 'YK01', 'ZG03']"
Jiahao,43452978184,700d,"[4, 8]",10,"['CC40', 'DK01', 'FD01', 'JZ03', 'MO08', 'SJ09', 'UV10', 'XB06', 'YK01', 'ZG01']",[],"['CC40', 'DK01', 'FD01', 'JZ03', 'MO08', 'SJ09', 'UV10', 'XB06', 'YK01', 'ZG01']"
Jiahao,25673844634,700d,"[4, 8]",17,"['BU01', 'CC43', 'DK17', 'FD01', 'FW01', 'FW07', 'JB01', 'JZ03', 'LP02', 'MO01', 'MO02', 'SP02', 'UV01', 'XB07', 'XN01', 'XN07', 'ZG01']",[],"['BU01', 'CC43', 'DK17', 'FD01', 'FW01', 'FW07', 'JB01', 'JZ03', 'LP02', 'MO01', 'MO02', 'SP02', 'UV01', 'XB07', 'XN01', 'XN07', 'ZG01']"
Jiahao,23924620234,700d,"[4, 8]",20,"['BD04', 'CC06', 'DC02', 'DK01', 'FD01', 'GJ04', 'JZ05', 'ND01', 'PZ08', 'QT04', 'RG01', 'SJ29', 'SP02', 'MO17', 'JD03', 'UV02', 'WD01', 'XB05', 'XN01', 'YK01']",[],"['BD04', 'CC06', 'DC02', 'DK01', 'FD01', 'GJ04', 'JZ05', 'ND01', 'PZ08', 'QT04', 'RG01', 'SJ29', 'SP02', 'MO17', 'JD03', 'UV02', 'WD01', 'XB05', 'XN01', 'YK01']"
Jiahao,40452911197,700d,"[4, 8]",5,[],"['QT02', 'DC21', 'JB01', 'QC02', 'QT19']","['QT02', 'DC21', 'JB01', 'QC02', 'QT19']"
Jiahao,43853759026,700d,"[4, 8]",5,"['CC06', 'DC08']","['CC08', 'DC02', 'SJ01']","['CC06', 'DC08', 'CC08', 'DC02', 'SJ01']"
Jiahao,44881048637,700d,"[4, 8]",10,"['CC08', 'DC21', 'DK01', 'QT01', 'SJ03', 'MO04', 'UV03', 'XB50', 'XN07', 'YK13']",[],"['CC08', 'DC21', 'DK01', 'QT01', 'SJ03', 'MO04', 'UV03', 'XB50', 'XN07', 'YK13']"
Jiahao,522863996797,700d,"[4, 8]",16,"['BU01', 'CC08', 'DC01', 'DK01', 'FD01', 'GJ01', 'JB01', 'JZ03', 'QC02', 'SJ28', 'SP01', 'MO08', 'UV01', 'XB07', 'YK01', 'ZG01']",[],"['BU01', 'CC08', 'DC01', 'DK01', 'FD01', 'GJ01', 'JB01', 'JZ03', 'QC02', 'SJ28', 'SP01', 'MO08', 'UV01', 'XB07', 'YK01', 'ZG01']"
Jiahao,36513357018,700d,"[4, 8]",13,"['BU01', 'CC07', 'DC13', 'DK01', 'FD01', 'QT01', 'SP01', 'JD03', 'UV29', 'WD01', 'XB21', 'YK01', 'ZG01']",[],"['BU01', 'CC07', 'DC13', 'DK01', 'FD01', 'QT01', 'SP01', 'JD03', 'UV29', 'WD01', 'XB21', 'YK01', 'ZG01']"
Jiahao,18352298789,700d,"[4, 8]",6,"['CC16', 'DC02']","['CC15', 'DC13', 'SJ16', 'PZ06']","['CC16', 'DC02', 'CC15', 'DC13', 'SJ16', 'PZ06']"
Jiahao,23969324559,700d,"[4, 8]",20,"['BU01', 'CC19', 'DC02', 'DK01', 'DZ01', 'FD01', 'GJ03', 'JB01', 'ND03', 'QC02', 'RG03', 'SP01', 'MO15', 'UV54', 'WD04', 'XB06', 'XN01', 'YD01', 'YK01', 'ZG07']",[],"['BU01', 'CC19', 'DC02', 'DK01', 'DZ01', 'FD01', 'GJ03', 'JB01', 'ND03', 'QC02', 'RG03', 'SP01', 'MO15', 'UV54', 'WD04', 'XB06', 'XN01', 'YD01', 'YK01', 'ZG07']"
Jiahao,24291960195,700d,"[4, 8]",7,"['CC29', 'DC02', 'DK01', 'MO11', 'UV36', 'XB63', 'ZG01']",[],"['CC29', 'DC02', 'DK01', 'MO11', 'UV36', 'XB63', 'ZG01']"
Jiahao,43426870825,700d,"[4, 8]",12,"['FP01', 'JZ08', 'CC21', 'DC07', 'DK01', 'JB01', 'JZ05', 'QC02', 'MO06', 'WD01', 'XB05', 'XB06']",[],"['FP01', 'JZ08', 'CC21', 'DC07', 'DK01', 'JB01', 'JZ05', 'QC02', 'MO06', 'WD01', 'XB05', 'XB06']"
Jiahao,36574928690,700d,"[4, 8]",9,"['CC15', 'DC07', 'DK01', 'JZ02', 'JZ04', 'MO01', 'UV31', 'XB60', 'ZG01']",[],"['CC15', 'DC07', 'DK01', 'JZ02', 'JZ04', 'MO01', 'UV31', 'XB60', 'ZG01']"
Jiahao,43473279886,700d,"[4, 8]",2,"['CC02', 'DC07']",[],"['CC02', 'DC07']"
Jiahao,18999829018,700d,"[5, 6]",2,['CC39'],['CC40'],"['CC39', 'CC40']"
Jiahao,24596036343,700d,"[5, 6]",3,['CC19'],"['CC15', 'PZ07']","['CC19', 'CC15', 'PZ07']"
Jiahao,36613205733,700d,"[5, 6]",3,['CC16'],"['CC15', 'BD03']","['CC16', 'CC15', 'BD03']"
Jiahao,43859660891,700d,"[5, 6]",2,['CC24'],['CC21'],"['CC24', 'CC21']"
Jiahao,38708270318,700d,"[5, 6]",3,['CC05'],"['CC38', 'SJ01']","['CC05', 'CC38', 'SJ01']"
Jiahao,35540978058,700d,"[5, 6]",12,"['CC46', 'QT01', 'XB06', 'DK01', 'FD05', 'XN07', 'YK01', 'SP01', 'UV22', 'DC01', 'PZ02', 'ZG01']",[],"['CC46', 'QT01', 'XB06', 'DK01', 'FD05', 'XN07', 'YK01', 'SP01', 'UV22', 'DC01', 'PZ02', 'ZG01']"
Jiahao,26519380192,700d,"[5, 6]",6,"['CC08', 'UV24', 'SJ10']","['CC43', 'UV28', 'SJ22']","['CC08', 'UV24', 'SJ10', 'CC43', 'UV28', 'SJ22']"
Jiahao,521513506795,700d,"[5, 6]",7,"['SJ23', 'CC07', 'DC14']","['SJ07', 'CC05', 'DC02', 'PZ01']","['SJ23', 'CC07', 'DC14', 'SJ07', 'CC05', 'DC02', 'PZ01']"
Jiahao,18053093587,700d,"[5, 6]",2,['CC07'],['CC08'],"['CC07', 'CC08']"
Jiahao,42468840454,700d,"[5, 6]",5,"['CC07', 'DC21']","['CC38', 'DC01', 'XN01']","['CC07', 'DC21', 'CC38', 'DC01', 'XN01']"
Jiahao,522033862841,700d,"[5, 6]",3,"['CC01', 'JC04']",['CC02'],"['CC01', 'JC04', 'CC02']"
Jiahao,521870063421,700d,"[5, 6]",2,['CC02'],['CC33'],"['CC02', 'CC33']"
Jiahao,522097809685,700d,"[5, 6]",4,"['CC07', 'UV20', 'PZ08']",['CC06'],"['CC07', 'UV20', 'PZ08', 'CC06']"
Jiahao,523776961013,700d,"[5, 6]",6,['CC04'],"['CC33', 'XB61', 'XB03', 'WJ01', 'XN07']","['CC04', 'CC33', 'XB61', 'XB03', 'WJ01', 'XN07']"
Jiahao,16831203027,700d,"[5, 6]",6,"['CC07', 'DC03']","['CC06', 'DC02', 'ND01', 'PZ06']","['CC07', 'DC03', 'CC06', 'DC02', 'ND01', 'PZ06']"
Jiahao,19999809846,700d,"[5, 6]",5,"['CC07', 'DC21']","['CC06', 'DC01', 'XN01']","['CC07', 'DC21', 'CC06', 'DC01', 'XN01']"
Jiahao,20167630571,700d,"[5, 6]",16,"['QT02', 'CC08', 'DC07', 'DK09', 'FD01', 'JB01', 'LJ05', 'MO01', 'ND01', 'QC02', 'SJ01', 'SP02', 'WD01', 'XB06', 'YK01', 'ZG01']",[],"['QT02', 'CC08', 'DC07', 'DK09', 'FD01', 'JB01', 'LJ05', 'MO01', 'ND01', 'QC02', 'SJ01', 'SP02', 'WD01', 'XB06', 'YK01', 'ZG01']"
Jiahao,27462844289,700d,"[5, 6]",2,['CC07'],['CC08'],"['CC07', 'CC08']"
Jiahao,36910165248,700d,"[5, 6]",6,"['CC04', 'XB60']","['CC33', 'WJ01', 'XB68', 'XN07']","['CC04', 'XB60', 'CC33', 'WJ01', 'XB68', 'XN07']"
Jiahao,37994506504,700d,"[5, 6]",3,['CC05'],"['CC38', 'SJ01']","['CC05', 'CC38', 'SJ01']"
Jiahao,38663832002,700d,"[5, 6]",3,['CC05'],"['CC06', 'SJ07']","['CC05', 'CC06', 'SJ07']"
Jiahao,41802068265,700d,"[5, 6]",8,"['CC04', 'DC10', 'FD01', 'YK13']","['CC02', 'DC01', 'XN01', 'UV03']","['CC04', 'DC10', 'FD01', 'YK13', 'CC02', 'DC01', 'XN01', 'UV03']"
Jiahao,43168072227,700d,"[5, 6]",3,"['CC07', 'WJ01']",['CC06'],"['CC07', 'WJ01', 'CC06']"
Jiahao,43736454825,700d,"[5, 6]",3,['CC08'],"['CC06', 'XN01']","['CC08', 'CC06', 'XN01']"
Jiahao,44799642380,700d,"[5, 6]",2,['CC01'],['CC02'],"['CC01', 'CC02']"
Jiahao,45293052304,700d,"[5, 6]",2,['CC39'],['CC40'],"['CC39', 'CC40']"
Jiahao,45410114111,700d,"[5, 6]",7,"['CC08,CC40,CC46,CC47', 'DC21', 'XB07']","['CC06', 'DC01', 'GJ04', 'XB06']","['CC08,CC40,CC46,CC47', 'DC21', 'XB07', 'CC06', 'DC01', 'GJ04', 'XB06']"
Jiahao,522145128789,700d,"[5, 6]",2,['CC01'],['CC06'],"['CC01', 'CC06']"
Jiahao,523084126902,700d,"[5, 6]",2,['CC39'],['CC40'],"['CC39', 'CC40']"
Jiahao,20186366493,700d,"[5, 6]",2,['CC02'],['CC33'],"['CC02', 'CC33']"
Jiahao,20728727154,700d,"[5, 6]",4,"['UV51', 'XB54']","['UV52', 'XB55']","['UV51', 'XB54', 'UV52', 'XB55']"
Jiahao,23896264169,700d,"[5, 6]",4,"['CC08', 'XB05']","['CC07', 'XB62']","['CC08', 'XB05', 'CC07', 'XB62']"
Jiahao,24319152517,700d,"[5, 6]",12,"['CC31', 'DC02', 'DK09', 'FD01', 'JB03', 'MO12', 'QT05', 'SJ11', 'UV47', 'WD01', 'XB26', 'YK05']",[],"['CC31', 'DC02', 'DK09', 'FD01', 'JB03', 'MO12', 'QT05', 'SJ11', 'UV47', 'WD01', 'XB26', 'YK05']"
Jiahao,35674260254,700d,"[5, 6]",2,['CC06'],['CC07'],"['CC06', 'CC07']"
Jiahao,36982442137,700d,"[5, 6]",3,['CC07'],"['CC08', 'YK04']","['CC07', 'CC08', 'YK04']"
Jiahao,40148868087,700d,"[5, 6]",2,['CC02'],['CC33'],"['CC02', 'CC33']"
Jiahao,40175359932,700d,"[5, 6]",2,['CC06'],['CC07'],"['CC06', 'CC07']"
Jiahao,42981617542,700d,"[5, 6]",3,['CC19'],"['CC18', 'PZ07']","['CC19', 'CC18', 'PZ07']"
Jiahao,44069100271,700d,"[5, 6]",4,"['CC07', 'DC08']","['CC06', 'DC02']","['CC07', 'DC08', 'CC06', 'DC02']"
Jiahao,522086451970,700d,"[5, 6]",2,['UV58'],['UV01'],"['UV58', 'UV01']"
Jiahao,522743875767,700d,"[5, 6]",2,['CC01'],['CC02'],"['CC01', 'CC02']"
Jiahao,42681494957,700d,"[5, 6]",20,"['BU01', 'CC15', 'DC02', 'DK01', 'DZ01', 'FD01', 'GJ03', 'JB01', 'ND03', 'QC02', 'RG03', 'SP01', 'MO15', 'UV54', 'WD04', 'XB06', 'XN01', 'YD01', 'YK01', 'ZG07']",[],"['BU01', 'CC15', 'DC02', 'DK01', 'DZ01', 'FD01', 'GJ03', 'JB01', 'ND03', 'QC02', 'RG03', 'SP01', 'MO15', 'UV54', 'WD04', 'XB06', 'XN01', 'YD01', 'YK01', 'ZG07']"
Jiahao,37443266749,700d,"[5, 6]",2,['CC07'],['CC08'],"['CC07', 'CC08']"
Jiahao,23924620234,700d,"[5, 6]",2,['CC38'],['CC40'],"['CC38', 'CC40']"
Jiahao,40452911197,700d,"[5, 6]",2,['CC24'],['CC21'],"['CC24', 'CC21']"
Jiahao,43853759026,700d,"[5, 6]",5,"['CC07', 'DC08']","['CC06', 'DC02', 'SJ01']","['CC07', 'DC08', 'CC06', 'DC02', 'SJ01']"
Jiahao,36513357018,700d,"[5, 6]",13,"['BU01', 'CC08', 'DC13', 'DK01', 'FD01', 'QT01', 'SP01', 'JD03', 'UV29', 'WD01', 'XB21', 'YK01', 'ZG01']",[],"['BU01', 'CC08', 'DC13', 'DK01', 'FD01', 'QT01', 'SP01', 'JD03', 'UV29', 'WD01', 'XB21', 'YK01', 'ZG01']"
Jiahao,18352298789,700d,"[5, 6]",4,"['CC13', 'DC13']","['CC15', 'DC02']","['CC13', 'DC13', 'CC15', 'DC02']"
Jiahao,24291960195,700d,"[5, 6]",2,['CC29'],['CC30'],"['CC29', 'CC30']"
Jiahao,43426870825,700d,"[5, 6]",12,"['FP01', 'JZ08', 'CC22', 'DC07', 'DK01', 'JB01', 'JZ05', 'QC02', 'MO06', 'WD01', 'XB05', 'XB06']",[],"['FP01', 'JZ08', 'CC22', 'DC07', 'DK01', 'JB01', 'JZ05', 'QC02', 'MO06', 'WD01', 'XB05', 'XB06']"
Jiahao,43473279886,700d,"[5, 6]",2,"['CC33', 'DC07']",[],"['CC33', 'DC07']"
Jiahao,18999829018,700d,"[5, 7]",2,[],"['SJ33', 'XN19']","['SJ33', 'XN19']"
Jiahao,24596036343,700d,"[5, 7]",10,"['CC19', 'FH02', 'DC09', 'YK05']","['CC22', 'MO03', 'DC08', 'PZ07', 'XN06', 'SJ16']","['CC19', 'FH02', 'DC09', 'YK05', 'CC22', 'MO03', 'DC08', 'PZ07', 'XN06', 'SJ16']"
Jiahao,36613205733,700d,"[5, 7]",22,"['CC16', 'XB36', 'ZG07', 'UV54', 'SP02', 'FD01', 'QC02', 'YK02', 'BU01', 'MO01', 'DK09', 'MO16', 'JB01', 'FC01', 'FP02', 'DC02', 'RG03', 'ND01', 'WD04', 'JC02', 'EJ02', 'YD01']",[],"['CC16', 'XB36', 'ZG07', 'UV54', 'SP02', 'FD01', 'QC02', 'YK02', 'BU01', 'MO01', 'DK09', 'MO16', 'JB01', 'FC01', 'FP02', 'DC02', 'RG03', 'ND01', 'WD04', 'JC02', 'EJ02', 'YD01']"
Jiahao,43859660891,700d,"[5, 7]",2,['CC24'],['CC22'],"['CC24', 'CC22']"
Jiahao,38708270318,700d,"[5, 7]",3,['CC05'],"['CC39', 'SJ01']","['CC05', 'CC39', 'SJ01']"
Jiahao,35540978058,700d,"[5, 7]",12,"['CC46', 'QT01', 'XB06', 'DK01', 'FD05', 'XN07', 'YK01', 'SP01', 'UV22', 'DC01', 'PZ02', 'ZG01']",[],"['CC46', 'QT01', 'XB06', 'DK01', 'FD05', 'XN07', 'YK01', 'SP01', 'UV22', 'DC01', 'PZ02', 'ZG01']"
Jiahao,26519380192,700d,"[5, 7]",8,"['CC08', 'UV24', 'XB40', 'SJ10']","['CC44', 'UV28', 'XB42', 'SJ21']","['CC08', 'UV24', 'XB40', 'SJ10', 'CC44', 'UV28', 'XB42', 'SJ21']"
Jiahao,521513506795,700d,"[5, 7]",7,"['SJ23', 'CC07', 'DC14']","['SJ07', 'CC06', 'DC02', 'PZ01']","['SJ23', 'CC07', 'DC14', 'SJ07', 'CC06', 'DC02', 'PZ01']"
Jiahao,18053093587,700d,"[5, 7]",4,"['CC07', 'DC15']","['CC08', 'DC02']","['CC07', 'DC15', 'CC08', 'DC02']"
Jiahao,42468840454,700d,"[5, 7]",4,['DC21'],"['DC01', 'XN01', 'GJ04']","['DC21', 'DC01', 'XN01', 'GJ04']"
Jiahao,522033862841,700d,"[5, 7]",2,['CC01'],['CC33'],"['CC01', 'CC33']"
Jiahao,521870063421,700d,"[5, 7]",12,"['MO06', 'CC02', 'DK01', 'XB07', 'UV01', 'ZG01', 'YK01', 'SP01', 'FD01', 'DC04', 'SJ07', 'BU01']",[],"['MO06', 'CC02', 'DK01', 'XB07', 'UV01', 'ZG01', 'YK01', 'SP01', 'FD01', 'DC04', 'SJ07', 'BU01']"
Jiahao,522097809685,700d,"[5, 7]",5,"['SJ28', 'UV20', 'PZ08']","['SJ07', 'ND01']","['SJ28', 'UV20', 'PZ08', 'SJ07', 'ND01']"
Jiahao,523776961013,700d,"[5, 7]",4,[],"['XB61', 'XB03', 'WJ01', 'XN07']","['XB61', 'XB03', 'WJ01', 'XN07']"
Jiahao,16831203027,700d,"[5, 7]",4,['DC03'],"['DC02', 'ND01', 'PZ06']","['DC03', 'DC02', 'ND01', 'PZ06']"
Jiahao,19999809846,700d,"[5, 7]",4,['DC21'],"['DC01', 'JQ02', 'XN01']","['DC21', 'DC01', 'JQ02', 'XN01']"
Jiahao,20167630571,700d,"[5, 7]",16,"['QT02', 'CC08', 'DC07', 'DK09', 'FD01', 'JB01', 'LJ05', 'MO01', 'ND01', 'QC02', 'SJ01', 'SP02', 'WD01', 'XB06', 'YK01', 'ZG01']",[],"['QT02', 'CC08', 'DC07', 'DK09', 'FD01', 'JB01', 'LJ05', 'MO01', 'ND01', 'QC02', 'SJ01', 'SP02', 'WD01', 'XB06', 'YK01', 'ZG01']"
Jiahao,27462844289,700d,"[5, 7]",15,"['BU04', 'CC07', 'DC02', 'DK05', 'FD01', 'FP01', 'JZ01', 'MO06', 'PZ03', 'SJ01', 'UV04', 'WD01', 'XB19', 'YK02', 'ZG03']",[],"['BU04', 'CC07', 'DC02', 'DK05', 'FD01', 'FP01', 'JZ01', 'MO06', 'PZ03', 'SJ01', 'UV04', 'WD01', 'XB19', 'YK02', 'ZG03']"
Jiahao,36910165248,700d,"[5, 7]",4,['XB60'],"['WJ01', 'XB68', 'XN07']","['XB60', 'WJ01', 'XB68', 'XN07']"
Jiahao,37994506504,700d,"[5, 7]",3,['CC05'],"['CC45', 'SJ01']","['CC05', 'CC45', 'SJ01']"
Jiahao,38663832002,700d,"[5, 7]",3,['CC05'],"['CC07', 'SJ07']","['CC05', 'CC07', 'SJ07']"
Jiahao,41802068265,700d,"[5, 7]",7,"['DC10', 'XB07']","['CC33', 'DC01', 'JQ02', 'XB64', 'XN01']","['DC10', 'XB07', 'CC33', 'DC01', 'JQ02', 'XB64', 'XN01']"
Jiahao,43168072227,700d,"[5, 7]",6,"['DK09', 'UV01']","['DK01', 'PZ01', 'UV03', 'XN01']","['DK09', 'UV01', 'DK01', 'PZ01', 'UV03', 'XN01']"
Jiahao,43736454825,700d,"[5, 7]",8,"['CC08', 'DC13', 'UV20']","['CC07', 'DC01', 'WJ01', 'UV03', 'XN01']","['CC08', 'DC13', 'UV20', 'CC07', 'DC01', 'WJ01', 'UV03', 'XN01']"
Jiahao,44799642380,700d,"[5, 7]",2,['CC01'],['CC33'],"['CC01', 'CC33']"
